Year,Lg,Rd,Pk,Player,College,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
2000,NBA,1,20,Speedy Claxton,Hofstra,334,8548,3096,830,1441,.409,.193,.762,25.6,9.3,2.5,4.3,14.2,.080,-0.3,3.6
1999,NBA,2,47,Todd MacCulloch,Washington,223,3439,1369,888,121,.541,,.642,15.4,6.1,4.0,0.5,11.9,.166,0.3,2.0
1998,NBA,1,8,Larry Hughes,Saint Louis,727,22368,10242,3039,2290,.406,.309,.757,30.8,14.1,4.2,3.1,32.3,.069,-0.1,10.7
1998,NBA,2,37,Casey Shaw,Toledo,9,14,2,3,0,.125,,,1.6,0.2,0.3,0.0,-0.1,-0.498,-29.8,-0.1
1997,NBA,1,2,Keith Van Horn (↳NJN),Utah,575,18150,9206,3909,900,.443,.361,.835,31.6,16.0,6.8,1.6,41.7,.110,0.1,9.6
1997,NBA,2,34,Marko Milič,,44,216,108,30,14,.560,.429,.647,4.9,2.5,0.7,0.3,0.2,.047,-2.4,0.0
1997,NBA,2,36,Kebu Stewart,Cal State-Bakersfield,15,110,40,31,2,.462,,.640,7.3,2.7,2.1,0.1,0.2,.098,-1.4,0.0
1997,NBA,2,37,James Collins (↳LAC),Florida State,23,103,59,14,3,.382,.450,.571,4.5,2.6,0.6,0.1,0.0,.008,-1.0,0.0
1996,NBA,1,1,Allen Iverson,Georgetown,914,37584,24368,3394,5624,.425,.313,.780,41.1,26.7,3.7,6.2,99.0,.126,3.2,49.6
1996,NBA,2,31,Mark Hendrickson,Washington State,114,1508,381,316,63,.416,.167,.803,13.2,3.3,2.8,0.6,2.1,.067,-3.8,-0.7
1996,NBA,2,48,Jamie Feick,Michigan State,201,4316,911,1437,139,.424,.400,.629,21.5,4.5,7.1,0.7,8.2,.091,-2.7,-0.7
1995,NBA,1,3,Jerry Stackhouse,UNC,970,30222,16409,3067,3240,.409,.309,.822,31.2,16.9,3.2,3.3,52.4,.083,0.3,17.4
1994,NBA,1,6,Sharone Wright,Clemson,203,4531,1974,1023,118,.456,.083,.618,22.3,9.7,5.0,0.6,1.4,.015,-4.8,-3.2
1994,NBA,1,20,B.J. Tyler,Texas,55,809,195,62,174,.381,.314,.700,14.7,3.5,1.1,3.2,-0.7,-0.039,-5.0,-0.6
1994,NBA,2,33,Derrick Alston,Duquesne,139,2657,751,525,94,.489,.143,.487,19.1,5.4,3.8,0.7,2.6,.047,-2.8,-0.5
1993,NBA,1,2,Shawn Bradley,BYU,832,19531,6752,5268,573,.457,.103,.716,23.5,8.1,6.3,0.7,40.7,.100,-0.2,8.9
1993,NBA,2,32,Alphonso Ford,Mississippi Valley State University,11,114,35,20,10,.308,.100,.500,10.4,3.2,1.8,0.9,-0.4,-0.153,-8.4,-0.2
1992,NBA,1,9,Clarence Weatherspoon,Southern Miss,915,27736,10483,6846,1346,.471,.196,.743,30.3,11.5,7.5,1.5,58.4,.101,-0.3,11.8
1990,NBA,2,32,Brian Oliver,Georgia Tech,118,1182,389,123,114,.388,.227,.705,10.0,3.3,1.0,1.0,-0.5,-0.020,-5.9,-1.2
1990,NBA,2,47,Derek Strong,Xavier,456,8548,3088,2213,291,.430,.180,.786,18.7,6.8,4.9,0.6,18.5,.104,-2.1,-0.3
1989,NBA,1,19,Kenny Payne,Louisville,144,1167,508,170,61,.410,.293,.859,8.1,3.5,1.2,0.4,-0.1,-0.005,-4.9,-0.9
