Year,Lg,Rd,Pk,Player,College,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,WS,WS/48,BPM,VORP,Team,VORP_Percentile,WS_Percentile,BPM_Percentile,VORP_PositionPercentile,WS_PositionPercentile,BPM_PositionPercentile,Successful Pick
1996,NBA,2,37,Jeff McInnis,UNC,576,15927,5396,1170,2514,0.431,0.328,0.796,27.7,9.4,2.0,4.4,23.1,0.07,-2.1,-0.3,Nuggets,0.4,0.57,0.5,0.43,0.89,0.56,False
1995,NBA,1,15,Brent Barry (↳LAC),Oregon State,912,23643,8488,2780,2892,0.46,0.405,0.823,25.9,9.3,3.0,3.2,70.5,0.143,2.6,27.7,Nuggets,0.93,0.93,0.98,0.91,0.88,0.91,True
1994,NBA,1,13,Jalen Rose,Michigan,923,27925,13220,3193,3527,0.443,0.355,0.801,30.3,14.3,3.5,3.8,47.2,0.081,-0.2,12.3,Nuggets,0.79,0.84,0.71,0.74,0.91,0.69,False
1993,NBA,1,9,Rodney Rogers,Wake Forest,866,21873,9468,3881,1722,0.451,0.347,0.69,25.3,10.9,4.5,2.0,38.8,0.085,-0.3,9.7,Nuggets,0.81,0.76,0.72,0.66,0.63,0.61,False
1993,NBA,2,43,Josh Grant (↳GSW),Utah,53,382,157,89,24,0.404,0.279,0.759,7.2,3.0,1.7,0.5,0.5,0.06,-2.3,0.0,Nuggets,0.49,0.3,0.46,0.54,0.43,0.56,False
1992,NBA,1,5,LaPhonso Ellis,Notre Dame,624,17616,7410,4032,981,0.452,0.302,0.73,28.2,11.9,6.5,1.6,32.8,0.089,-1.0,4.6,Nuggets,0.66,0.75,0.57,0.54,0.49,0.5,False
1992,NBA,1,13,Bryant Stith,Virginia,586,16417,5946,1983,1178,0.424,0.329,0.841,28.0,10.1,3.4,2.0,29.5,0.086,-0.8,4.9,Nuggets,0.68,0.7,0.67,0.68,0.62,0.56,False
1992,NBA,2,46,Robert Werdann,St. John's,47,273,101,81,9,0.378,0.0,0.574,5.8,2.1,1.7,0.2,0.1,0.026,-6.3,-0.3,Nuggets,0.3,0.16,0.09,0.17,0.29,0.17,False
1991,NBA,1,4,Dikembe Mutombo,Georgetown,1196,36791,11729,12359,1240,0.518,0.0,0.684,30.8,9.8,10.3,1.0,117.0,0.153,1.7,33.9,Nuggets,1.0,1.0,0.95,0.89,0.97,0.74,False
1991,NBA,1,8,Mark Macon,Temple,251,5018,1685,467,428,0.384,0.27,0.735,20.0,6.7,1.9,1.7,0.1,0.001,-3.7,-2.2,Nuggets,0.13,0.13,0.28,0.09,0.07,0.14,False
1990,NBA,1,3,Mahmoud Abdul-Rauf,LSU,586,15628,8553,1087,2079,0.442,0.354,0.905,26.7,14.6,1.9,3.5,25.2,0.077,-0.8,4.5,Nuggets,0.81,0.75,0.79,0.2,0.29,0.23,False
1990,NBA,2,42,Marcus Liberty,Illinois,267,4568,1942,925,244,0.417,0.34,0.664,17.1,7.3,3.5,0.9,4.0,0.042,-2.6,-0.7,Nuggets,0.36,0.42,0.49,0.19,0.57,0.52,False
1989,NBA,1,15,Todd Lichti,Stanford,237,4240,1870,505,325,0.46,0.244,0.789,17.9,7.9,2.1,1.4,5.6,0.063,-2.5,-0.5,Nuggets,0.35,0.49,0.54,0.3,0.38,0.34,False
2023,NBA,1,12,Dereck Lively (↳DAL),Duke,55,1294,483,378,60,0.747,0.0,0.506,23.5,8.8,6.9,1.1,4.9,0.183,0.5,0.8,OKC,0.9,1.0,0.92,0.47,0.27,0.8,False
2022,NBA,1,2,Chet Holmgren,Gonzaga,82,2413,1357,648,200,0.53,0.37,0.793,29.4,16.5,7.9,2.4,8.9,0.178,3.4,3.3,OKC,0.98,0.92,1.0,0.39,0.18,0.94,True
2022,NBA,1,12,Jalen Williams,Santa Clara,146,4499,2411,619,570,0.532,0.395,0.813,30.8,16.5,4.2,3.9,12.9,0.138,1.3,3.8,OKC,1.0,1.0,0.94,0.63,0.47,0.92,True
2022,NBA,1,30,Peyton Watson (↳DEN),UCLA,103,1674,607,295,97,0.468,0.307,0.651,16.3,5.9,2.9,0.9,2.7,0.079,-2.3,-0.1,OKC,0.51,0.7,0.6,0.53,0.42,0.55,False
2022,NBA,2,34,Jaylin Williams,Arkansas,118,1811,564,475,186,0.426,0.385,0.747,15.3,4.8,4.0,1.6,4.3,0.114,-0.3,0.8,OKC,0.85,0.83,0.9,0.83,0.71,0.93,False
2021,NBA,1,6,Josh Giddey,,210,6078,2920,1534,1200,0.464,0.31,0.753,28.9,13.9,7.3,5.7,8.6,0.068,0.7,4.1,OKC,0.92,0.84,0.88,0.63,0.31,0.79,False
2021,NBA,1,16,Alperen Şengün (↳HOU),,210,5706,3132,1660,788,0.528,0.284,0.705,27.2,14.9,7.9,3.8,14.2,0.12,2.0,5.8,OKC,0.96,0.9,0.98,0.76,0.61,0.94,True
2021,NBA,1,18,Tre Mann,Florida,168,3537,1524,475,376,0.408,0.345,0.776,21.1,9.1,2.8,2.2,1.8,0.024,-3.4,-1.2,OKC,0.07,0.41,0.28,0.06,0.29,0.27,False
2021,NBA,2,36,Miles McBride (↳NYK),West Virginia,172,2460,873,192,227,0.404,0.355,0.76,14.3,5.1,1.1,1.3,4.6,0.09,-1.4,0.4,OKC,0.64,0.63,0.61,0.82,0.68,0.77,False
2021,NBA,2,55,Aaron Wiggins,Maryland,198,3734,1437,574,234,0.514,0.394,0.78,18.9,7.3,2.9,1.2,7.5,0.097,-1.9,0.1,OKC,0.51,0.79,0.45,0.72,0.75,0.72,False
2020,NBA,1,25,Immanuel Quickley (↳NYK),Kentucky,291,7374,3978,980,1012,0.421,0.375,0.857,25.3,13.7,3.4,3.5,18.9,0.123,1.1,5.7,OKC,0.91,0.95,0.93,0.85,0.79,0.91,False
2020,NBA,2,53,Cassius Winston (↳WAS),Michigan State,29,137,55,10,19,0.409,0.435,0.9,4.7,1.9,0.3,0.7,0.1,0.051,-4.9,-0.1,OKC,0.52,0.23,0.23,0.47,0.44,0.39,False
2019,NBA,1,21,Brandon Clarke (↳MEM),Gonzaga,243,5185,2602,1357,343,0.603,0.286,0.697,21.3,10.7,5.6,1.4,20.2,0.187,2.8,6.2,OKC,0.96,0.93,0.97,0.61,0.55,1.0,True
2018,NBA,2,53,Devon Hall,Virginia,11,81,20,7,13,0.2,0.235,0.5,7.4,1.8,0.6,1.2,-0.2,-0.116,-6.7,-0.1,OKC,0.34,0.07,0.08,0.47,0.19,0.22,False
2017,NBA,1,21,Terrance Ferguson,,204,4000,924,263,144,0.404,0.334,0.753,19.6,4.5,1.3,0.7,4.4,0.053,-4.0,-2.1,OKC,0.09,0.54,0.12,0.08,0.26,0.18,False
2015,NBA,1,14,Cameron Payne,Murray State,405,7266,3203,847,1324,0.422,0.369,0.825,17.9,7.9,2.1,3.3,11.7,0.077,-0.6,2.5,OKC,0.52,0.44,0.55,0.65,0.55,0.71,False
2014,NBA,1,21,Mitch McGary,Michigan,52,557,227,183,17,0.527,0.0,0.58,10.7,4.4,3.5,0.3,1.3,0.108,-2.6,-0.1,OKC,0.48,0.38,0.46,0.35,0.18,0.3,False
2014,NBA,1,29,Josh Huestis,Stanford,76,1068,187,180,23,0.346,0.312,0.24,14.1,2.5,2.4,0.3,0.7,0.03,-3.5,-0.4,OKC,0.27,0.27,0.29,0.44,0.31,0.37,False
2013,NBA,1,12,Steven Adams,Pitt,706,18944,6518,5788,1079,0.587,0.067,0.536,26.8,9.2,8.2,1.5,59.3,0.15,0.5,12.1,OKC,0.88,0.96,0.81,0.87,0.93,0.8,False
2013,NBA,1,29,Archie Goodwin (↳GSW ↳PHO),Kentucky,165,2396,1040,331,206,0.429,0.236,0.7,14.5,6.3,2.0,1.2,1.1,0.022,-3.0,-0.6,OKC,0.07,0.3,0.28,0.29,0.38,0.44,False
2013,NBA,2,32,Álex Abrines,,174,2777,924,248,88,0.387,0.368,0.88,16.0,5.3,1.4,0.5,5.0,0.086,-1.9,0.1,OKC,0.5,0.4,0.49,0.75,0.68,0.73,False
2012,NBA,1,28,Perry Jones,Baylor,143,1675,488,252,54,0.42,0.293,0.66,11.7,3.4,1.8,0.4,1.7,0.048,-3.5,-0.6,OKC,0.23,0.33,0.31,0.27,0.45,0.39,False
2011,NBA,1,24,Reggie Jackson,Boston College,853,21475,10709,2421,3561,0.424,0.345,0.854,25.2,12.6,2.8,4.2,36.2,0.081,-0.6,7.7,OKC,0.8,0.71,0.66,0.74,0.8,0.71,False
2010,NBA,1,18,Eric Bledsoe (↳LAC),Kentucky,756,21021,10348,2937,3545,0.452,0.336,0.784,27.8,13.7,3.9,4.7,46.1,0.105,1.6,18.8,OKC,0.9,0.85,0.89,0.97,0.89,0.97,True
2010,NBA,1,21,Craig Brackins (↳NOH ↳PHI),Iowa State,17,121,30,19,9,0.265,0.214,0.5,7.1,1.8,1.1,0.5,-0.2,-0.089,-9.9,-0.2,OKC,0.28,0.04,0.07,0.29,0.12,0.03,False
2010,NBA,1,26,Quincy Pondexter (↳NOH),Washington,355,5530,1609,640,263,0.423,0.356,0.746,15.6,4.5,1.8,0.7,9.7,0.084,-1.8,0.3,OKC,0.46,0.49,0.49,0.52,0.55,0.48,False
2009,NBA,1,3,James Harden,Arizona State,1072,37223,25885,6017,7629,0.441,0.364,0.861,34.7,24.1,5.6,7.1,166.4,0.215,6.5,79.8,OKC,1.0,1.0,0.99,1.0,1.0,0.94,True
2009,NBA,1,25,Rodrigue Beaubois (↳DAL),,182,2896,1286,338,374,0.439,0.325,0.81,15.9,7.1,1.9,2.1,4.8,0.079,-0.1,1.4,OKC,0.5,0.37,0.66,0.73,0.56,0.8,False
2008,NBA,1,4,Russell Westbrook,UCLA,1162,39081,25211,8307,9468,0.438,0.304,0.776,33.6,21.7,7.1,8.1,110.6,0.136,3.9,57.9,OKC,1.0,1.0,1.0,0.97,0.94,0.97,True
2008,NBA,1,24,Serge Ibaka,,919,25127,11028,6513,749,0.513,0.359,0.757,27.3,12.0,7.1,0.8,73.0,0.139,0.5,15.7,OKC,0.81,0.92,0.8,0.89,0.91,0.83,False
2008,NBA,2,32,Walter Sharpe (↳DET),UAB,8,20,8,3,0,0.364,0.0,0.0,2.5,1.0,0.4,0.0,-0.1,-0.131,-10.1,0.0,OKC,0.35,0.05,0.02,0.64,0.2,0.04,False
2007,NBA,1,2,Kevin Durant,Texas,1061,38972,28924,7454,4645,0.501,0.387,0.884,36.7,27.3,7.0,4.4,170.2,0.21,6.6,84.6,OKC,1.0,1.0,1.0,1.0,1.0,1.0,True
2023,NBA,1,7,Bilal Coulibaly (↳WAS),,63,1715,532,256,110,0.435,0.346,0.702,27.2,8.4,4.1,1.7,0.4,0.013,-4.2,-0.9,Pacers,0.08,0.53,0.36,0.26,0.11,0.06,False
2023,NBA,1,26,Ben Sheppard,Belmont,57,814,252,89,53,0.393,0.314,0.885,14.3,4.4,1.6,0.9,0.8,0.046,-3.4,-0.3,Pacers,0.29,0.63,0.5,0.27,0.19,0.23,False
2023,NBA,1,29,Julian Strawther (↳DEN),Gonzaga,50,545,227,61,47,0.369,0.297,0.71,10.9,4.5,1.2,0.9,0.2,0.015,-6.0,-0.6,Pacers,0.15,0.4,0.18,0.29,0.19,0.12,False
2023,NBA,2,32,Jalen Pickett (↳DEN),Penn State,27,122,42,14,21,0.429,0.36,0.75,4.5,1.6,0.5,0.8,0.2,0.065,-3.3,0.0,Pacers,0.69,0.4,0.52,0.64,0.29,0.34,False
2022,NBA,1,6,Bennedict Mathurin,Arizona,137,3760,2158,552,235,0.439,0.344,0.826,27.4,15.8,4.0,1.7,3.2,0.041,-3.6,-1.5,Pacers,0.08,0.75,0.32,0.34,0.23,0.21,False
2022,NBA,2,31,Andrew Nembhard,Gonzaga,143,3770,1335,340,621,0.467,0.353,0.797,26.4,9.3,2.4,4.3,3.3,0.042,-2.8,-0.7,Pacers,0.26,0.77,0.53,0.35,0.56,0.59,False
2021,NBA,1,13,Chris Duarte,Oregon,160,3157,1312,447,222,0.405,0.347,0.816,19.7,8.2,2.8,1.4,1.6,0.024,-3.1,-0.9,Pacers,0.17,0.38,0.33,0.21,0.24,0.29,False
2021,NBA,2,54,Sandro Mamukelashvili (↳MIL),Seton Hall,130,1518,607,414,133,0.454,0.33,0.726,11.7,4.7,3.2,1.0,3.0,0.096,-1.3,0.3,Pacers,0.58,0.52,0.66,0.93,0.87,0.9,False
2021,NBA,2,60,Georgios Kalaitzakis (↳MIL),,13,213,86,21,12,0.463,0.385,0.467,16.4,6.6,1.6,0.9,-0.1,-0.024,-7.0,-0.3,Pacers,0.3,0.1,0.04,0.38,0.31,0.12,False
2020,NBA,2,54,Cassius Stanley,Duke,33,248,88,39,5,0.36,0.233,0.895,7.5,2.7,1.2,0.2,0.0,-0.006,-7.9,-0.4,Pacers,0.31,0.19,0.05,0.3,0.4,0.13,False
2019,NBA,1,18,Goga Bitadze,,249,3175,1230,856,233,0.515,0.245,0.672,12.8,4.9,3.4,0.9,9.1,0.137,0.0,1.6,Pacers,0.78,0.68,0.87,0.63,0.57,0.8,False
2019,NBA,2,50,Jarrell Brantley (↳UTA),College of Charleston,41,273,110,53,29,0.457,0.38,0.833,6.7,2.7,1.3,0.7,0.6,0.108,0.0,0.1,Pacers,0.58,0.3,0.87,0.71,0.32,1.0,False
2018,NBA,1,23,Aaron Holiday,UCLA,386,6574,2557,631,817,0.419,0.38,0.854,17.0,6.6,1.6,2.1,8.1,0.059,-2.1,-0.2,Pacers,0.25,0.44,0.37,0.39,0.4,0.4,False
2018,NBA,2,50,Alize Johnson,Missouri State,76,568,189,228,32,0.481,0.227,0.711,7.5,2.5,3.0,0.4,1.3,0.108,-2.4,-0.1,Pacers,0.34,0.27,0.32,0.5,0.5,0.5,False
2017,NBA,1,18,T.J. Leaf,UCLA,146,1238,477,283,43,0.492,0.341,0.585,8.5,3.3,1.9,0.3,2.7,0.104,-1.8,0.1,Pacers,0.57,0.41,0.54,0.54,0.34,0.54,False
2016,NBA,1,20,Caris LeVert (↳BRK),Michigan,460,12955,6498,1778,1890,0.434,0.341,0.739,28.2,14.1,3.9,4.1,19.9,0.074,-0.4,5.3,Pacers,0.78,0.78,0.76,0.9,0.81,0.71,False
2016,NBA,2,50,Georges Niang,Iowa State,465,7797,3262,1082,423,0.441,0.397,0.866,16.8,7.0,2.3,0.9,13.1,0.08,-1.6,0.8,Pacers,0.7,0.74,0.62,0.86,0.71,0.75,False
2015,NBA,1,11,Myles Turner,Texas,570,16280,7911,3878,702,0.502,0.354,0.771,28.6,13.9,6.8,1.2,44.0,0.13,0.8,11.6,Pacers,0.88,0.95,0.85,0.75,0.75,0.81,False
2015,NBA,2,43,Joe Young,Oregon,127,1077,429,130,119,0.393,0.296,0.768,8.5,3.4,1.0,0.9,0.4,0.016,-4.1,-0.6,Pacers,0.18,0.13,0.15,0.2,0.35,0.37,False
2013,NBA,1,23,Solomon Hill,Arizona,448,9652,2453,1399,662,0.388,0.331,0.797,21.5,5.5,3.1,1.5,11.9,0.059,-2.1,-0.3,Pacers,0.23,0.56,0.41,0.32,0.48,0.4,False
2011,NBA,1,15,Kawhi Leonard (↳SAS),San Diego State,696,22103,13937,4443,2120,0.499,0.391,0.862,31.8,20.0,6.4,3.0,99.3,0.216,6.7,48.4,Pacers,1.0,0.98,1.0,0.97,0.94,1.0,True
2011,NBA,2,42,Dāvis Bertāns (↳SAS),,475,8545,3661,1159,448,0.422,0.396,0.863,18.0,7.7,2.4,0.9,18.6,0.105,0.2,4.7,Pacers,0.65,0.57,0.76,0.95,0.81,0.9,False
2010,NBA,1,10,Paul George,Fresno State,867,29182,18032,5465,3191,0.44,0.385,0.854,33.7,20.8,6.3,3.7,88.5,0.146,3.9,43.6,Pacers,1.0,1.0,1.0,0.97,0.91,1.0,True
2010,NBA,2,40,Lance Stephenson,Cincinnati,554,12680,4738,2251,1621,0.445,0.314,0.694,22.9,8.6,4.1,2.9,17.5,0.066,-1.3,2.3,Pacers,0.66,0.66,0.57,0.85,0.81,0.75,False
2009,NBA,1,13,Tyler Hansbrough,UNC,428,7233,2881,1808,181,0.439,0.136,0.738,16.9,6.7,4.2,0.4,20.2,0.134,-2.0,0.0,Pacers,0.32,0.57,0.33,0.41,0.56,0.38,False
2009,NBA,2,52,A.J. Price,UConn,261,3929,1523,377,567,0.38,0.316,0.742,15.1,5.8,1.4,2.2,4.7,0.058,-1.3,0.7,Pacers,0.43,0.35,0.44,0.93,0.81,0.9,False
2008,NBA,1,11,Jerryd Bayless (↳POR),Arizona,586,12486,4909,1235,1674,0.411,0.361,0.818,21.3,8.4,2.1,2.9,18.6,0.072,-1.6,1.1,Pacers,0.54,0.48,0.51,0.47,0.53,0.38,False
2008,NBA,2,41,Nathan Jawai (↳TOR),,45,431,126,106,24,0.435,0.0,0.684,9.6,2.8,2.4,0.5,0.2,0.02,-4.4,-0.3,Pacers,0.21,0.17,0.12,0.4,0.5,0.46,False
2006,NBA,1,17,Shawne Williams,Memphis,314,5368,1769,945,220,0.403,0.339,0.755,17.1,5.6,3.0,0.7,6.7,0.06,-2.2,-0.3,Pacers,0.33,0.52,0.52,0.45,0.56,0.48,False
2005,NBA,1,17,Danny Granger,New Mexico,586,18487,9855,2888,1097,0.434,0.38,0.848,31.5,16.8,4.9,1.9,48.5,0.126,1.8,17.7,Pacers,0.91,0.8,0.96,0.94,0.91,1.0,False
2003,NBA,2,49,James Jones,Miami (FL),709,11098,3717,1276,366,0.401,0.401,0.84,15.7,5.2,1.8,0.5,25.2,0.109,-0.1,5.4,Pacers,0.67,0.62,0.72,1.0,1.0,0.95,False
2002,NBA,1,14,Fred Jones,Oregon,430,10299,3206,958,990,0.411,0.353,0.809,24.0,7.5,2.2,2.3,16.5,0.077,-1.0,2.6,Pacers,0.74,0.68,0.77,0.68,0.58,0.65,False
2001,NBA,2,41,Jamison Brewer,Auburn,54,468,89,50,56,0.372,0.25,0.393,8.7,1.6,0.9,1.0,0.0,-0.001,-2.4,0.0,Pacers,0.55,0.2,0.46,0.73,0.35,0.71,False
2000,NBA,1,27,Primož Brezec,,342,6192,2452,1327,179,0.498,0.167,0.701,18.1,7.2,3.9,0.5,10.8,0.084,-3.1,-1.7,Pacers,0.23,0.57,0.42,0.06,0.48,0.23,False
1999,NBA,1,26,Vonteego Cummings (↳GSW),Pitt,199,3789,1381,373,534,0.383,0.321,0.726,19.0,6.9,1.9,2.7,2.2,0.028,-2.4,-0.3,Pacers,0.32,0.29,0.37,0.27,0.42,0.39,False
1998,NBA,1,25,Al Harrington,,981,28009,13237,5482,1649,0.444,0.352,0.727,28.6,13.5,5.6,1.7,42.5,0.073,-1.5,3.7,Pacers,0.69,0.88,0.52,0.82,0.91,0.64,False
1997,NBA,1,12,Austin Croshere,Providence,659,11480,4475,2649,627,0.407,0.34,0.861,17.4,6.8,4.0,1.0,27.6,0.115,-0.1,5.6,Pacers,0.76,0.74,0.83,0.73,0.8,0.73,False
1996,NBA,1,10,Erick Dampier,Mississippi State,987,24003,7309,7005,817,0.498,0.125,0.626,24.3,7.4,7.1,0.8,52.7,0.105,-1.3,4.1,Pacers,0.65,0.74,0.62,0.59,0.79,0.43,False
1996,NBA,2,52,Mark Pope,Kentucky,153,1634,285,261,63,0.401,0.179,0.573,10.7,1.9,1.7,0.4,1.3,0.038,-4.3,-0.9,Pacers,0.21,0.21,0.14,0.1,0.55,0.29,False
1995,NBA,1,23,Travis Best,Georgia Tech,708,15150,5376,1249,2444,0.431,0.345,0.835,21.4,7.6,1.8,3.5,30.9,0.098,-0.4,6.0,Pacers,0.76,0.71,0.78,0.87,0.94,0.84,False
1995,NBA,2,52,Fred Hoiberg,Iowa State,541,9978,2944,1438,846,0.431,0.396,0.854,18.4,5.4,2.7,1.6,27.6,0.133,1.2,8.0,Pacers,0.78,0.64,0.93,1.0,1.0,1.0,False
1994,NBA,1,15,Eric Piatkowski (↳LAC),Nebraska,789,14613,5919,1716,778,0.434,0.399,0.839,18.5,7.5,2.2,1.0,31.0,0.102,0.2,7.9,Pacers,0.75,0.71,0.82,0.84,0.78,0.84,False
1992,NBA,1,14,Malik Sealy,St. John's,493,11720,4955,1585,816,0.426,0.292,0.809,23.8,10.1,3.2,1.7,17.1,0.07,-1.2,2.2,Pacers,0.58,0.52,0.55,0.61,0.61,0.61,False
1991,NBA,1,13,Dale Davis,Clemson,1094,29606,8706,8605,978,0.53,0.0,0.562,27.1,8.0,7.9,0.9,86.9,0.141,0.5,18.4,Pacers,0.87,0.97,0.82,0.91,0.97,0.79,False
1991,NBA,2,41,Sean Green,Iona College,84,671,352,85,45,0.386,0.246,0.62,8.0,4.2,1.0,0.5,-1.3,-0.095,-7.0,-0.8,Pacers,0.32,0.03,0.05,0.19,0.04,0.15,False
1990,NBA,2,45,Antonio Davis,Texas-El Paso,903,26084,9041,6755,1017,0.448,0.087,0.727,28.9,10.0,7.5,1.1,59.6,0.11,-1.3,4.4,Pacers,0.79,0.95,0.77,0.76,0.96,0.56,False
1990,NBA,2,46,Kenny Williams,Elizabeth City State University,260,2918,1247,693,161,0.511,0.0,0.68,11.2,4.8,2.7,0.6,7.4,0.122,0.1,1.5,Pacers,0.73,0.54,0.89,0.75,0.75,0.92,False
1989,NBA,1,7,George McCloud,Florida State,766,17429,6925,2342,1769,0.402,0.358,0.81,22.8,9.0,3.1,2.3,24.6,0.068,-0.8,5.3,Pacers,0.76,0.73,0.63,0.54,0.51,0.5,False
2023,NBA,1,14,Jordan Hawkins,UConn,67,1160,524,148,70,0.382,0.366,0.838,17.3,7.8,2.2,1.0,1.3,0.053,-3.1,-0.3,Pelicans,0.29,0.78,0.55,0.32,0.1,0.23,False
2022,NBA,1,8,Dyson Daniels,,120,2400,581,424,298,0.435,0.312,0.645,20.0,4.8,3.5,2.5,4.2,0.085,-0.5,0.9,Pelicans,0.88,0.81,0.82,0.4,0.29,0.66,False
2022,NBA,2,41,E.J. Liddell,Ohio State,8,23,4,5,1,0.167,0.0,1.0,2.9,0.5,0.6,0.1,0.0,-0.091,-4.7,0.0,Pelicans,0.62,0.12,0.17,0.73,0.35,0.42,False
2021,NBA,1,10,Ziaire Williams (↳MEM),Stanford,150,2945,1131,388,175,0.426,0.301,0.803,19.6,7.5,2.6,1.2,2.6,0.042,-4.0,-1.5,Pelicans,0.04,0.47,0.22,0.12,0.13,0.06,False
2021,NBA,2,35,Herb Jones,Alabama,220,6607,2228,837,528,0.482,0.373,0.824,30.0,10.1,3.8,2.4,15.2,0.11,0.0,3.3,Pelicans,0.88,0.94,0.82,0.78,0.74,0.78,False
2021,NBA,2,40,Jared Butler (↳UTA ↳MEM),Baylor,88,1003,449,107,197,0.453,0.328,0.808,11.4,5.1,1.2,2.2,1.2,0.056,-1.9,0.0,Pelicans,0.43,0.31,0.45,0.6,0.42,0.58,False
2021,NBA,2,43,Greg Brown (↳POR),Texas,70,773,268,163,42,0.424,0.296,0.616,11.0,3.8,2.3,0.6,0.2,0.015,-5.1,-0.6,Pelicans,0.24,0.17,0.14,0.2,0.28,0.26,False
2020,NBA,1,13,Kira Lewis,Alabama,131,1745,687,169,233,0.397,0.294,0.848,13.3,5.2,1.3,1.8,1.3,0.036,-3.5,-0.6,Pelicans,0.19,0.38,0.38,0.25,0.18,0.22,False
2020,NBA,2,39,Elijah Hughes (↳UTA),Syracuse,54,498,157,67,28,0.328,0.28,0.769,9.2,2.9,1.2,0.5,-0.4,-0.039,-6.4,-0.5,Pelicans,0.24,0.04,0.12,0.26,0.07,0.09,False
2020,NBA,2,42,Nick Richards (↳CHO),Kentucky,200,3406,1349,1052,107,0.661,0.333,0.736,17.0,6.7,5.3,0.5,10.3,0.145,-2.1,-0.1,Pelicans,0.52,0.72,0.57,0.55,0.67,0.67,False
2020,NBA,2,60,Sam Merrill (↳MIL),Utah State University,102,1419,624,166,138,0.405,0.398,0.895,13.9,6.1,1.6,1.4,3.5,0.119,0.0,0.7,Pelicans,0.69,0.47,0.79,0.88,0.88,0.88,False
2019,NBA,1,1,Zion Williamson,Duke,184,5857,4542,1199,761,0.592,0.341,0.695,31.8,24.7,6.5,4.1,21.7,0.178,4.6,9.8,Pelicans,0.98,0.96,1.0,0.39,0.27,0.85,True
2019,NBA,2,39,Alen Smailagić (↳GSW),,29,223,87,43,17,0.463,0.304,0.72,7.7,3.0,1.5,0.6,0.3,0.056,-3.3,-0.1,Pelicans,0.49,0.23,0.31,0.59,0.33,0.46,False
2017,NBA,2,40,Dwayne Bacon (↳CHO),Florida State,207,4012,1503,537,230,0.402,0.314,0.78,19.4,7.3,2.6,1.1,0.8,0.01,-5.1,-3.1,Pelicans,0.06,0.21,0.07,0.08,0.35,0.31,False
2017,NBA,2,52,Edmond Sumner (↳IND),Xavier,161,2256,997,244,182,0.47,0.341,0.811,14.0,6.2,1.5,1.1,3.2,0.069,-3.0,-0.6,Pelicans,0.23,0.49,0.31,0.29,0.76,0.52,False
2016,NBA,1,6,Buddy Hield,Oklahoma,632,18317,9820,2672,1641,0.434,0.4,0.86,29.0,15.5,4.2,2.6,24.9,0.065,0.4,11.0,Pelicans,0.9,0.8,0.85,0.8,0.71,0.71,False
2013,NBA,1,6,Nerlens Noel (↳PHI),Kentucky,467,10281,3338,2835,501,0.546,0.2,0.655,22.0,7.1,6.1,1.1,28.3,0.132,0.9,7.4,Pelicans,0.84,0.76,0.87,0.73,0.77,0.86,False
2012,NBA,1,1,Anthony Davis,Kentucky,736,25409,17717,7826,1828,0.523,0.297,0.795,34.5,24.1,10.6,2.5,112.1,0.212,6.0,50.9,Pelicans,0.98,1.0,1.0,0.91,0.88,0.97,True
2012,NBA,1,10,Austin Rivers,Duke,707,16858,5996,1442,1513,0.419,0.349,0.653,23.8,8.5,2.0,2.1,15.2,0.043,-3.1,-4.5,Pelicans,0.02,0.57,0.38,0.03,0.38,0.18,False
2012,NBA,2,46,Darius Miller,Kentucky,271,5358,1597,447,367,0.419,0.383,0.84,19.8,5.9,1.6,1.4,6.5,0.059,-2.3,-0.4,Pelicans,0.31,0.49,0.45,0.08,0.67,0.5,False
2011,NBA,2,45,Josh Harrellson (↳NYK),Kentucky,75,888,265,227,26,0.438,0.347,0.629,11.8,3.5,3.0,0.3,2.1,0.116,-0.4,0.4,Pelicans,0.46,0.24,0.69,0.64,0.44,0.72,False
2009,NBA,1,21,Darren Collison,UCLA,711,20833,8861,1889,3545,0.471,0.394,0.853,29.3,12.5,2.7,5.0,49.9,0.115,0.5,13.4,Pelicans,0.84,0.86,0.77,0.89,0.91,0.77,False
2008,NBA,1,27,Darrell Arthur (↳MEM),Kansas,503,8945,3282,1768,409,0.444,0.352,0.765,17.8,6.5,3.5,0.8,12.3,0.066,-2.2,-0.4,Pelicans,0.17,0.44,0.33,0.23,0.52,0.31,False
2007,NBA,1,13,Julian Wright,Kansas,231,3049,907,531,182,0.499,0.262,0.584,13.2,3.9,2.3,0.8,3.9,0.061,-0.5,1.2,Pelicans,0.5,0.35,0.7,0.47,0.29,0.62,False
2006,NBA,1,12,Hilton Armstrong,UConn,292,3378,880,766,102,0.501,0.286,0.582,11.6,3.0,2.6,0.3,3.9,0.055,-4.1,-1.8,Pelicans,0.07,0.43,0.24,0.2,0.17,0.17,False
2006,NBA,2,43,Marcus Vinicius,,26,172,50,19,7,0.457,0.421,0.556,6.6,1.9,0.7,0.3,0.2,0.056,-3.0,0.0,Pelicans,0.5,0.24,0.43,0.54,0.28,0.44,False
2005,NBA,1,4,Chris Paul,Wake Forest,1272,43316,22288,5682,11894,0.471,0.369,0.87,34.1,17.5,4.5,9.4,209.4,0.232,6.9,97.3,Pelicans,1.0,1.0,1.0,1.0,1.0,1.0,True
