Year,Lg,Rd,Pk,Player,College,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,WS,WS/48,BPM,VORP,Team,VORP_Percentile,WS_Percentile,BPM_Percentile,VORP_PositionPercentile,WS_PositionPercentile,BPM_PositionPercentile,Successful Pick
2005,NBA,2,38,Travis Diener,Marquette,179,2660,854,243,432,0.388,0.353,0.847,14.9,4.8,1.4,2.4,5.6,0.102,-0.4,1.1,Magic,0.43,0.3,0.64,0.74,0.66,0.83,False
2004,NBA,1,1,Dwight Howard,,1242,39457,19485,14627,1676,0.587,0.214,0.567,31.8,15.7,11.8,1.3,141.7,0.172,1.9,39.0,Magic,0.97,1.0,0.97,0.79,0.91,0.55,False
2004,NBA,2,30,Anderson Varejão (↳CLE),,632,15087,4574,4531,737,0.509,0.023,0.63,23.9,7.2,7.2,1.2,46.4,0.148,0.3,8.8,Magic,0.69,0.77,0.71,0.9,0.94,0.84,False
2004,NBA,2,36,Antonio Burks,Memphis,81,789,186,49,104,0.387,0.235,0.571,9.7,2.3,0.6,1.3,0.1,0.004,-5.0,-0.6,Magic,0.19,0.21,0.21,0.2,0.23,0.18,False
2003,NBA,1,15,Reece Gaines,Louisville,71,605,123,53,50,0.324,0.269,0.606,8.5,1.7,0.7,0.7,-0.6,-0.049,-6.1,-0.6,Magic,0.23,0.03,0.1,0.23,0.05,0.06,False
2003,NBA,2,42,Zaza Pachulia,,1098,22240,7414,6315,1433,0.469,0.0,0.751,20.3,6.8,5.8,1.3,52.7,0.114,-1.5,2.9,Magic,0.56,0.85,0.5,0.86,1.0,0.76,False
2002,NBA,1,18,Curtis Borchardt (↳UTA),Stanford,83,1117,258,278,64,0.421,0.0,0.742,13.5,3.1,3.3,0.8,1.0,0.041,-3.8,-0.5,Magic,0.32,0.26,0.23,0.36,0.17,0.17,False
2001,NBA,1,15,Steven Hunter,DePaul,400,5993,1817,1264,79,0.56,0.0,0.485,15.0,4.5,3.2,0.2,10.6,0.085,-2.3,-0.5,Magic,0.27,0.48,0.52,0.3,0.59,0.38,False
2001,NBA,1,22,Jeryl Sasser,SMU,82,1061,204,191,67,0.303,0.295,0.687,12.9,2.5,2.3,0.8,0.7,0.032,-2.5,-0.1,Magic,0.46,0.26,0.39,0.52,0.23,0.5,False
2001,NBA,2,32,Omar Cook (↳DEN),St. John's,22,213,37,13,46,0.333,0.0,0.5,9.7,1.7,0.6,2.1,-0.1,-0.021,-2.7,0.0,Magic,0.55,0.17,0.35,0.64,0.2,0.61,False
2000,NBA,1,5,Mike Miller,Florida,1032,27812,10973,4376,2666,0.459,0.407,0.769,26.9,10.6,4.2,2.6,60.7,0.105,0.8,19.8,Magic,0.98,0.97,0.95,0.77,0.8,0.69,True
2000,NBA,1,10,Keyon Dooling (↳LAC),Missouri,728,14134,5067,964,1601,0.416,0.349,0.799,19.4,7.0,1.3,2.2,18.5,0.063,-2.0,-0.2,Magic,0.51,0.73,0.61,0.29,0.44,0.32,False
2000,NBA,1,13,Courtney Alexander (↳DAL),Fresno State,187,4067,1690,409,227,0.422,0.339,0.813,21.7,9.0,2.2,1.2,4.1,0.048,-3.7,-1.7,Magic,0.23,0.41,0.36,0.06,0.32,0.15,False
1999,NBA,2,38,Laron Profit (↳WAS),Maryland,135,1537,441,209,166,0.419,0.236,0.712,11.4,3.3,1.5,1.2,0.7,0.021,-2.1,0.0,Magic,0.39,0.16,0.39,0.53,0.34,0.55,False
1998,NBA,1,12,Michael Doleac,Utah,587,8789,2882,1955,343,0.439,0.125,0.791,15.0,4.9,3.3,0.6,12.7,0.07,-3.7,-3.7,Magic,0.02,0.52,0.23,0.07,0.43,0.27,False
1998,NBA,1,13,Keon Clark,UNLV,353,7971,2882,2096,322,0.5,0.053,0.645,22.6,8.2,5.9,0.9,18.2,0.11,-0.7,2.6,Magic,0.65,0.58,0.68,0.6,0.53,0.59,False
1998,NBA,1,15,Matt Harpring,Georgia Tech,665,17584,7645,3366,907,0.481,0.333,0.753,26.4,11.5,5.1,1.4,41.9,0.114,-0.6,6.2,Magic,0.73,0.85,0.71,0.78,0.81,0.78,False
1997,NBA,1,17,Johnny Taylor,Chattanooga,54,866,256,120,26,0.402,0.394,0.718,16.0,4.7,2.2,0.5,0.1,0.007,-4.0,-0.4,Magic,0.37,0.18,0.15,0.34,0.16,0.2,False
1997,NBA,2,47,Eric Washington (↳DEN),Alabama,104,2300,716,216,108,0.402,0.346,0.757,22.1,6.9,2.1,1.0,0.1,0.002,-3.5,-0.9,Magic,0.26,0.18,0.23,0.06,0.14,0.17,False
1996,NBA,1,27,Brian Evans,Indiana,102,1097,375,164,77,0.381,0.343,0.82,10.8,3.7,1.6,0.8,1.7,0.076,-0.8,0.3,Magic,0.56,0.24,0.67,0.47,0.16,0.66,False
1996,NBA,2,49,Amal McCaskill,Marquette,114,968,204,213,36,0.377,0.0,0.609,8.5,1.8,1.9,0.3,0.5,0.024,-4.7,-0.7,Magic,0.28,0.16,0.12,0.24,0.43,0.33,False
1995,NBA,1,25,David Vaughn,Memphis,118,1156,341,361,36,0.423,0.0,0.638,9.8,2.9,3.1,0.3,0.6,0.026,-6.4,-1.3,Magic,0.16,0.27,0.07,0.21,0.33,0.08,False
1994,NBA,1,27,Brooks Thompson,Oklahoma State,168,1714,760,158,281,0.409,0.376,0.647,10.2,4.5,0.9,1.7,2.0,0.057,-1.5,0.2,Magic,0.43,0.29,0.53,0.4,0.23,0.47,False
1993,NBA,1,1,Chris Webber (↳GSW),Michigan,831,30847,17182,8124,3526,0.479,0.299,0.649,37.1,20.7,9.8,4.2,84.7,0.132,3.4,42.1,Magic,1.0,0.97,1.0,0.85,0.76,0.76,True
1992,NBA,1,1,Shaquille O'Neal,LSU,1207,41918,28596,13099,3026,0.582,0.045,0.527,34.7,23.7,10.9,2.5,181.7,0.208,5.1,75.5,Magic,1.0,1.0,1.0,0.94,0.94,0.88,True
1991,NBA,1,10,Bison Dele,Arizona,413,10004,4536,2564,440,0.528,0.143,0.691,24.2,11.0,6.2,1.1,22.8,0.109,-0.6,3.4,Magic,0.67,0.67,0.64,0.51,0.53,0.56,False
1991,NBA,1,23,Stanley Roberts,LSU,300,5869,2555,1549,189,0.499,0.0,0.514,19.6,8.5,5.2,0.6,8.1,0.066,-3.4,-2.0,Magic,0.15,0.49,0.38,0.1,0.4,0.26,False
1991,NBA,2,36,Chris Corchiani,NC State,112,1313,416,129,243,0.421,0.269,0.816,11.7,3.7,1.2,2.2,1.6,0.058,-1.8,0.1,Magic,0.53,0.31,0.58,0.66,0.5,0.64,False
1990,NBA,1,4,Dennis Scott,Georgia Tech,629,17983,8094,1774,1296,0.417,0.397,0.793,28.6,12.9,2.8,2.1,33.4,0.089,0.2,9.9,Magic,0.9,0.82,0.92,0.54,0.46,0.49,False
1989,NBA,1,11,Nick Anderson,Illinois,800,24922,11529,4064,2087,0.446,0.356,0.667,31.2,14.4,5.1,2.6,55.3,0.106,1.9,24.7,Magic,0.88,0.85,0.93,0.94,0.83,0.89,True
2023,NBA,1,21,Noah Clowney,Alabama,23,370,133,81,18,0.538,0.364,0.7,16.1,5.8,3.5,0.8,0.9,0.111,-0.7,0.1,Nets,0.8,0.67,0.82,0.42,0.15,0.52,False
2023,NBA,1,22,Dariq Miller-Whitehead,Duke,2,24,3,4,3,0.2,0.0,0.5,12.0,1.5,2.0,1.5,0.0,-0.03,-7.9,0.0,Nets,0.69,0.26,0.14,0.55,0.08,0.03,False
2023,NBA,2,51,Jalen Wilson,Kansas,43,664,214,131,45,0.425,0.324,0.826,15.4,5.0,3.0,1.0,1.1,0.077,-2.9,-0.2,Nets,0.4,0.72,0.61,0.5,0.56,0.69,False
2021,NBA,1,27,Cameron Thomas,LSU,190,4199,2656,470,348,0.44,0.344,0.855,22.1,14.0,2.5,1.8,4.3,0.049,-2.2,-0.2,Nets,0.34,0.59,0.39,0.27,0.37,0.31,False
2021,NBA,2,44,Kessler Edwards,Pepperdine,138,1647,477,275,69,0.407,0.35,0.744,11.9,3.5,2.0,0.5,1.5,0.043,-3.5,-0.6,Nets,0.24,0.35,0.25,0.32,0.41,0.38,False
2021,NBA,2,59,RaiQuan Gray,Florida State,4,74,39,16,13,0.552,0.417,1.0,18.5,9.8,4.0,3.3,0.2,0.149,2.9,0.1,Nets,0.51,0.17,1.0,0.93,0.71,1.0,False
2020,NBA,1,19,Saddiq Bey (↳DET),Villanova,292,8804,4103,1532,538,0.408,0.352,0.842,30.2,14.1,5.2,1.8,14.6,0.079,-0.7,2.9,Nets,0.88,0.89,0.7,0.79,0.57,0.77,False
2020,NBA,2,55,Jay Scrubb (↳LAC),John A. Logan College,24,235,97,36,10,0.416,0.313,0.765,9.8,4.0,1.5,0.4,-0.1,-0.014,-6.6,-0.3,Nets,0.38,0.12,0.11,0.28,0.19,0.19,False
2019,NBA,1,17,Nickeil Alexander-Walker (↳ATL ↳NOP),Virginia Tech,299,5869,2485,683,659,0.407,0.354,0.73,19.6,8.3,2.3,2.2,6.0,0.049,-1.5,0.8,Nets,0.72,0.65,0.68,0.62,0.5,0.62,False
2019,NBA,1,27,Mfiondu Kabengele (↳LAC),Florida State,55,380,143,81,19,0.383,0.301,0.852,6.9,2.6,1.5,0.3,0.4,0.055,-3.6,-0.2,Nets,0.39,0.27,0.26,0.27,0.13,0.16,False
2019,NBA,2,31,Nicolas Claxton,Georgia,241,6142,2490,1882,378,0.661,0.158,0.544,25.5,10.3,7.8,1.6,21.8,0.17,1.6,5.6,Nets,0.92,0.98,0.95,0.89,0.89,0.96,True
2018,NBA,1,29,Džanan Musa,,49,526,211,91,45,0.376,0.227,0.726,10.7,4.3,1.9,0.9,0.0,0.003,-4.6,-0.4,Nets,0.19,0.12,0.15,0.44,0.15,0.15,False
2018,NBA,2,40,Rodions Kurucs,,131,2103,780,406,113,0.444,0.329,0.739,16.1,6.0,3.1,0.9,2.3,0.052,-2.8,-0.4,Nets,0.19,0.31,0.25,0.31,0.5,0.42,False
2018,NBA,2,45,Hamidou Diallo (↳CHO ↳OKC),Kentucky,265,4918,2272,1009,283,0.495,0.274,0.623,18.6,8.6,3.8,1.1,6.2,0.06,-2.1,-0.1,Nets,0.34,0.4,0.37,0.34,0.68,0.4,False
2017,NBA,1,22,Jarrett Allen,Texas,486,13725,6185,4441,790,0.63,0.171,0.711,28.2,12.7,9.1,1.6,55.1,0.193,2.1,14.1,Nets,0.95,0.98,0.95,0.97,1.0,1.0,True
2017,NBA,1,27,Kyle Kuzma (↳LAL),Utah,476,14919,8246,3043,1294,0.451,0.337,0.733,31.3,17.3,6.4,2.7,15.3,0.049,-1.1,3.4,Nets,0.71,0.75,0.64,0.74,0.61,0.58,False
2017,NBA,2,57,Aleksandar Vezenkov,,42,511,225,96,19,0.44,0.375,0.8,12.2,5.4,2.3,0.5,1.0,0.098,-0.9,0.1,Nets,0.57,0.24,0.68,0.57,0.43,0.57,False
2016,NBA,2,55,Marcus Paige (↳UTA),UNC,5,28,12,4,3,0.286,0.25,1.0,5.6,2.4,0.8,0.6,0.0,-0.006,-8.8,0.0,Nets,0.54,0.18,0.07,0.56,0.31,0.12,False
2015,NBA,1,29,Chris McCullough,Syracuse,59,532,194,112,15,0.426,0.306,0.548,9.0,3.3,1.9,0.3,0.6,0.054,-2.5,-0.1,Nets,0.32,0.2,0.27,0.58,0.27,0.58,False
2015,NBA,2,41,Pat Connaughton (↳POR),Notre Dame,554,10836,3363,1914,759,0.436,0.358,0.773,19.6,6.1,3.5,1.4,23.4,0.104,-0.4,4.4,Nets,0.62,0.63,0.61,0.92,0.88,0.88,False
2013,NBA,1,22,Mason Plumlee,Duke,786,17497,6585,5312,1911,0.594,0.043,0.573,22.3,8.4,6.8,2.4,54.1,0.149,1.3,14.6,Nets,0.94,0.94,0.9,1.0,0.97,0.91,True
2010,NBA,1,3,Derrick Favors,Georgia Tech,790,19202,8354,5608,851,0.534,0.198,0.663,24.3,10.6,7.1,1.1,60.2,0.15,0.9,14.0,Nets,0.83,0.95,0.82,0.51,0.66,0.49,False
2010,NBA,1,27,Jordan Crawford (↳ATL),Xavier,281,6843,3432,703,883,0.411,0.317,0.826,24.4,12.2,2.5,3.1,6.3,0.044,-1.3,1.3,Nets,0.59,0.41,0.57,0.61,0.42,0.52,False
2010,NBA,2,31,Tibor Pleiß (↳ATL),,12,82,24,15,2,0.44,0.0,1.0,6.8,2.0,1.3,0.2,-0.1,-0.041,-11.6,-0.2,Nets,0.28,0.09,0.05,0.59,0.09,0.04,False
2009,NBA,1,11,Terrence Williams,Louisville,153,2922,1085,545,364,0.412,0.317,0.659,19.1,7.1,3.6,2.4,-0.2,-0.004,-2.8,-0.6,Nets,0.15,0.06,0.21,0.19,0.06,0.22,False
2008,NBA,1,10,Brook Lopez,Stanford,1025,30976,16476,6336,1472,0.496,0.349,0.796,30.2,16.1,6.2,1.4,85.3,0.132,1.3,26.0,Nets,0.94,0.94,0.92,0.85,0.88,0.82,True
2008,NBA,1,21,Ryan Anderson,California,649,16769,8001,3413,586,0.422,0.38,0.854,25.8,12.3,5.3,0.9,46.7,0.134,1.0,12.8,Nets,0.79,0.77,0.83,0.85,0.85,0.83,False
2008,NBA,2,40,Chris Douglas-Roberts,Memphis,222,4381,1571,472,254,0.439,0.329,0.831,19.7,7.1,2.1,1.1,5.4,0.059,-2.2,-0.2,Nets,0.26,0.35,0.33,0.42,0.62,0.54,False
2007,NBA,1,17,Sean Williams,Boston College,137,1978,581,472,47,0.511,0.0,0.624,14.4,4.2,3.4,0.3,3.0,0.073,-3.1,-0.6,Nets,0.25,0.3,0.32,0.25,0.41,0.39,False
2006,NBA,1,22,Marcus Williams,UConn,203,3095,1128,361,574,0.386,0.321,0.767,15.2,5.6,1.8,2.8,0.0,-0.001,-3.3,-1.0,Nets,0.15,0.17,0.34,0.17,0.08,0.39,False
2006,NBA,2,54,Hassan Adams,Arizona,73,547,185,84,14,0.534,0.0,0.643,7.5,2.5,1.2,0.2,0.8,0.072,-2.3,0.0,Nets,0.5,0.36,0.5,0.7,0.73,0.67,False
2005,NBA,1,15,Antoine Wright,Texas A&M,297,5714,1614,681,295,0.412,0.304,0.674,19.2,5.4,2.3,1.0,3.1,0.026,-3.7,-2.4,Nets,0.03,0.24,0.13,0.06,0.28,0.28,False
2004,NBA,1,22,Viktor Khryapa (↳POR),,143,2351,643,492,142,0.443,0.292,0.658,16.4,4.5,3.4,1.0,2.0,0.041,-3.5,-0.9,Nets,0.14,0.32,0.31,0.23,0.45,0.33,False
2003,NBA,1,22,Zoran Planinić,,148,1584,561,198,165,0.405,0.289,0.677,10.7,3.8,1.3,1.1,1.5,0.046,-3.5,-0.6,Nets,0.23,0.21,0.23,0.35,0.36,0.33,False
2003,NBA,2,51,Kyle Korver,Creighton,1232,31183,11953,3643,2114,0.442,0.429,0.877,25.3,9.7,3.0,1.7,73.4,0.113,0.6,20.7,Nets,0.87,0.87,0.83,1.0,1.0,1.0,True
2002,NBA,1,24,Nenad Krstić,,419,10547,4210,2261,346,0.494,0.143,0.73,25.2,10.0,5.4,0.8,21.5,0.098,-2.6,-1.5,Nets,0.12,0.73,0.34,0.14,0.69,0.43,False
2002,NBA,2,54,Tamar Slay,Marshall,66,517,173,70,31,0.361,0.265,0.538,7.8,2.6,1.1,0.5,-0.3,-0.029,-5.7,-0.5,Nets,0.32,0.09,0.09,0.2,0.2,0.27,False
2001,NBA,1,7,Eddie Griffin (↳HOU),Seton Hall,303,6729,2171,1744,236,0.377,0.315,0.671,22.2,7.2,5.8,0.8,10.9,0.078,-0.4,2.8,Nets,0.64,0.5,0.69,0.4,0.23,0.6,False
2001,NBA,2,35,Brian Scalabrine,USC,520,6772,1594,1034,436,0.39,0.344,0.783,13.0,3.1,2.0,0.8,7.6,0.054,-2.7,-1.2,Nets,0.14,0.45,0.35,0.07,0.63,0.5,False
2000,NBA,1,1,Kenyon Martin,Cincinnati,757,23134,9325,5159,1439,0.483,0.234,0.629,30.6,12.3,6.8,1.9,48.0,0.1,0.1,12.1,Nets,0.91,0.91,0.93,0.42,0.52,0.32,False
1997,NBA,1,7,Tim Thomas (↳PHI),Villanova,824,21336,9454,3379,1272,0.437,0.369,0.758,25.9,11.5,4.1,1.5,35.2,0.079,-0.8,6.4,Nets,0.81,0.81,0.69,0.57,0.69,0.5,False
1997,NBA,1,21,Anthony Parker (↳PHI),Bradley,494,13752,4478,1574,1129,0.444,0.404,0.794,27.8,9.1,3.2,2.3,24.5,0.085,-0.2,6.1,Nets,0.79,0.69,0.81,0.58,0.64,0.64,False
1996,NBA,1,8,Kerry Kittles,Villanova,507,16929,7165,1983,1295,0.439,0.378,0.78,33.4,14.1,3.9,2.6,44.8,0.127,2.2,18.0,Nets,0.8,0.72,0.88,0.91,0.86,0.97,False
1995,NBA,1,9,Ed O'Bannon,UCLA,128,2062,634,316,102,0.367,0.222,0.755,16.1,5.0,2.5,0.8,1.1,0.025,-3.5,-0.7,Nets,0.21,0.33,0.31,0.26,0.09,0.17,False
1993,NBA,1,16,Rex Walters,Kansas,335,4602,1547,403,569,0.441,0.361,0.809,13.7,4.6,1.2,1.7,6.3,0.066,-2.0,0.0,Nets,0.49,0.43,0.5,0.41,0.48,0.39,False
1992,NBA,2,29,P.J. Brown,Louisiana Tech,1089,33823,9870,8409,1661,0.46,0.136,0.794,31.1,9.1,7.7,1.5,89.8,0.128,0.0,17.4,Nets,0.89,0.98,0.8,0.96,1.0,0.85,False
1991,NBA,1,2,Kenny Anderson,Georgia Tech,858,25868,10789,2641,5196,0.421,0.346,0.79,30.1,12.6,3.1,6.1,62.5,0.116,1.4,21.9,Nets,0.9,0.87,0.9,0.79,0.73,0.76,False
1990,NBA,1,1,Derrick Coleman,Syracuse,781,25903,12884,7232,1985,0.447,0.295,0.769,33.2,16.5,9.3,2.5,64.3,0.119,1.4,22.3,Nets,0.98,1.0,0.98,0.64,0.61,0.5,True
1990,NBA,1,22,Tate George,UConn,177,2019,736,180,325,0.414,0.071,0.82,11.4,4.2,1.0,1.8,1.3,0.032,-3.5,-0.8,Nets,0.33,0.27,0.38,0.27,0.33,0.33,False
1989,NBA,1,12,Mookie Blaylock,Oklahoma,889,31026,11962,3659,5972,0.409,0.336,0.736,34.9,13.5,4.1,6.7,71.8,0.111,3.0,39.2,Nets,0.98,0.9,0.98,1.0,0.97,0.97,True
2023,NBA,2,40,Maxwell Lewis (↳LAL),Pepperdine,34,103,11,4,6,0.19,0.111,0.667,3.0,0.3,0.1,0.2,-0.4,-0.195,-13.5,-0.3,Nuggets,0.29,0.08,0.04,0.35,0.04,0.04,False
2022,NBA,1,21,Christian Braun,Kansas,158,2836,960,487,191,0.473,0.373,0.672,17.9,6.1,3.1,1.2,5.4,0.091,-2.1,-0.1,Nuggets,0.51,0.85,0.62,0.35,0.39,0.36,False
2021,NBA,1,26,Bones Hyland,VCU,162,2935,1613,378,456,0.398,0.361,0.844,18.1,10.0,2.3,2.8,3.8,0.063,-1.1,0.6,Nuggets,0.71,0.55,0.72,0.58,0.48,0.61,False
2020,NBA,1,22,Zeke Nnaji,Arizona,194,2399,869,476,77,0.512,0.37,0.662,12.4,4.5,2.5,0.4,5.4,0.109,-2.9,-0.6,Nuggets,0.19,0.52,0.41,0.35,0.55,0.42,False
2018,NBA,1,14,Michael Porter,Missouri,268,7443,4199,1669,320,0.499,0.41,0.807,27.8,15.7,6.2,1.2,20.1,0.13,0.9,5.5,Nuggets,0.83,0.83,0.84,0.77,0.65,0.87,False
2018,NBA,2,58,Thomas Welsh,UCLA,11,36,18,4,5,0.538,0.429,0.5,3.3,1.6,0.4,0.5,0.1,0.162,1.2,0.0,Nuggets,0.42,0.16,0.9,0.65,0.23,1.0,False
2017,NBA,1,13,Donovan Mitchell (↳UTA),Louisville,468,16011,11619,2002,2176,0.45,0.366,0.843,34.2,24.8,4.3,4.6,44.4,0.133,3.4,22.0,Nuggets,0.98,0.95,0.98,0.97,0.84,0.97,True
2017,NBA,2,49,Vlatko Čančar,,130,1391,461,219,114,0.479,0.361,0.847,10.7,3.5,1.7,0.9,2.5,0.087,-2.1,0.0,Nuggets,0.49,0.38,0.5,0.62,0.52,0.62,False
2017,NBA,2,51,Monte Morris,Iowa State,375,9237,3747,922,1437,0.477,0.391,0.824,24.6,10.0,2.5,3.8,23.9,0.124,0.4,5.6,Nuggets,0.8,0.82,0.79,0.94,0.94,0.94,False
2016,NBA,1,7,Jamal Murray,Kentucky,469,14378,8187,1757,2106,0.452,0.38,0.867,30.7,17.5,3.7,4.5,31.9,0.106,0.9,10.7,Nuggets,0.88,0.86,0.88,0.71,0.6,0.86,False
2016,NBA,1,15,Juan Hernangómez,,339,5269,1711,1131,216,0.428,0.342,0.676,15.5,5.0,3.3,0.6,8.7,0.08,-1.9,0.1,Nuggets,0.62,0.68,0.58,0.47,0.48,0.47,False
2016,NBA,1,19,Malik Beasley,Florida State,496,11456,5402,1398,650,0.425,0.385,0.8,23.1,10.9,2.8,1.3,15.4,0.064,-1.3,2.1,Nuggets,0.76,0.76,0.68,0.71,0.6,0.7,False
2016,NBA,2,53,Petr Cornelie,,13,38,14,14,3,0.333,0.125,0.75,2.9,1.1,1.1,0.2,0.0,-0.015,-8.8,-0.1,Nuggets,0.45,0.18,0.07,0.47,0.33,0.17,False
2016,NBA,2,56,Daniel Hamilton (↳OKC),UConn,25,232,69,52,30,0.394,0.357,0.5,9.3,2.8,2.1,1.2,0.0,0.0,-3.3,-0.1,Nuggets,0.45,0.18,0.34,0.62,0.33,0.5,False
2015,NBA,1,7,Emmanuel Mudiay,,302,7187,3299,884,1143,0.401,0.323,0.744,23.8,10.9,2.9,3.8,-0.2,-0.001,-3.2,-2.2,Nuggets,0.02,0.06,0.17,0.19,0.09,0.14,False
2014,NBA,1,11,Doug McDermott (↳CHI),Creighton,655,13230,5851,1434,657,0.471,0.41,0.806,20.2,8.9,2.2,1.0,21.1,0.076,-2.1,-0.3,Nuggets,0.36,0.67,0.51,0.25,0.59,0.28,False
2014,NBA,2,41,Nikola Jokić,,675,21078,14139,7249,4667,0.557,0.35,0.827,31.2,20.9,10.7,6.9,111.6,0.254,9.9,63.4,Nuggets,1.0,1.0,1.0,1.0,1.0,1.0,True
2014,NBA,2,56,Devyn Marble (↳ORL),Iowa,44,457,97,69,29,0.304,0.222,0.375,10.4,2.2,1.6,0.7,-0.3,-0.028,-5.5,-0.4,Nuggets,0.27,0.06,0.15,0.17,0.08,0.25,False
2013,NBA,1,27,Rudy Gobert (↳UTA),,757,23042,9592,8915,996,0.655,0.0,0.639,30.4,12.7,11.8,1.3,106.0,0.221,3.4,31.7,Nuggets,0.98,0.98,0.98,1.0,1.0,0.97,True
2012,NBA,1,20,Evan Fournier,,704,19514,9607,1878,1759,0.441,0.374,0.799,27.7,13.6,2.7,2.5,30.5,0.075,-1.1,4.3,Nuggets,0.76,0.84,0.63,0.81,0.9,0.65,False
2012,NBA,2,38,Quincy Miller,Baylor,69,934,295,169,37,0.35,0.292,0.706,13.5,4.3,2.4,0.5,-0.1,-0.003,-3.9,-0.5,Nuggets,0.27,0.13,0.22,0.26,0.1,0.22,False
2011,NBA,1,22,Kenneth Faried,Morehead State University,478,11728,5430,3884,470,0.546,0.222,0.654,24.5,11.4,8.1,1.0,38.8,0.159,0.5,7.5,Nuggets,0.76,0.76,0.78,0.88,0.88,0.82,False
2006,NBA,2,49,Leon Powe (↳BOS),California,239,3320,1484,911,78,0.515,0.0,0.682,13.9,6.2,3.8,0.3,12.0,0.174,-1.6,0.3,Nuggets,0.57,0.63,0.59,0.69,0.86,0.69,False
2005,NBA,1,22,Jarrett Jack (↳POR),Georgia Tech,867,24140,9349,2487,3952,0.44,0.343,0.855,27.8,10.8,2.9,4.6,36.8,0.073,-0.9,6.5,Nuggets,0.65,0.67,0.46,0.79,0.82,0.64,False
2004,NBA,1,20,Jameer Nelson (↳ORL),Saint Joseph's,878,24539,9940,2595,4508,0.436,0.368,0.81,27.9,11.3,3.0,5.1,48.3,0.094,-0.1,11.6,Nuggets,0.77,0.79,0.64,1.0,0.97,0.81,False
2003,NBA,1,3,Carmelo Anthony,Syracuse,1260,43514,28289,7808,3422,0.447,0.355,0.814,34.5,22.5,6.2,2.7,108.5,0.12,1.3,36.7,Nuggets,0.95,0.95,0.9,0.86,0.89,0.57,False
2002,NBA,1,5,Nikoloz Tskitishvili,,172,1946,507,307,114,0.304,0.235,0.73,11.3,2.9,1.8,0.7,-1.6,-0.039,-6.1,-2.0,Nuggets,0.05,0.02,0.07,0.06,0.03,0.03,False
2002,NBA,1,25,Frank Williams (↳NYK),Illinois,86,952,253,77,166,0.352,0.3,0.833,11.1,2.9,0.9,1.9,0.1,0.003,-3.2,-0.3,Nuggets,0.42,0.16,0.26,0.44,0.2,0.33,False
2002,NBA,2,33,Vincent Yarbrough,Tennessee,59,1381,406,162,130,0.393,0.269,0.79,23.4,6.9,2.7,2.2,1.0,0.035,-2.4,-0.1,Nuggets,0.53,0.26,0.38,0.6,0.45,0.71,False
2000,NBA,1,26,Mamadou N'Diaye,Auburn,69,858,262,225,8,0.427,0.0,0.736,12.4,3.8,3.3,0.1,1.8,0.101,-4.2,-0.5,Nuggets,0.4,0.32,0.24,0.16,0.39,0.1,False
1999,NBA,1,18,James Posey,Xavier,864,23260,7419,4061,1413,0.41,0.349,0.82,26.9,8.6,4.7,1.6,51.6,0.107,0.3,13.7,Nuggets,0.74,0.68,0.71,0.91,0.97,0.89,False
1999,NBA,2,33,Chris Herren,Fresno State,70,1005,224,73,167,0.336,0.328,0.692,14.4,3.2,1.0,2.4,0.5,0.025,-4.5,-0.6,Nuggets,0.22,0.13,0.18,0.23,0.4,0.26,False
1999,NBA,2,41,Francisco Elson,California,472,7207,1726,1638,260,0.478,0.188,0.7,15.3,3.7,3.5,0.6,11.7,0.078,-2.7,-1.3,Nuggets,0.12,0.53,0.29,0.08,0.75,0.65,False
1998,NBA,1,3,Raef LaFrentz,Kansas,563,14545,5690,3423,606,0.466,0.363,0.711,25.8,10.1,6.1,1.1,39.4,0.13,0.7,9.8,Nuggets,0.81,0.81,0.86,0.43,0.43,0.46,False
1998,NBA,1,23,Tyronn Lue (↳LAL),Nebraska,554,12564,4710,943,1727,0.437,0.391,0.829,22.7,8.5,1.7,3.1,19.7,0.075,-1.8,0.6,Nuggets,0.54,0.62,0.47,0.55,0.74,0.52,False
1998,NBA,2,54,Tremaine Fowlkes,Fresno State,103,1233,301,228,54,0.409,0.2,0.791,12.0,2.9,2.2,0.5,2.1,0.08,-2.0,0.0,Nuggets,0.44,0.31,0.42,0.7,0.8,0.77,False
1998,NBA,2,55,Ryan Bowen,Iowa,507,6502,1319,1060,250,0.456,0.206,0.693,12.8,2.6,2.1,0.5,12.4,0.092,-0.8,2.0,Nuggets,0.62,0.5,0.64,0.94,0.88,0.81,False
1997,NBA,1,5,Tony Battie,Texas Tech,837,17649,5082,4287,522,0.488,0.162,0.69,21.1,6.1,5.1,0.6,36.4,0.099,-1.8,0.8,Nuggets,0.62,0.86,0.57,0.37,0.51,0.34,False
1997,NBA,2,33,James Cotton (↳SEA),Cal State Long Beach,19,92,49,16,0,0.359,0.0,0.778,4.8,2.6,0.8,0.0,0.0,0.008,-6.6,-0.1,Nuggets,0.48,0.11,0.02,0.6,0.15,0.06,False
1996,NBA,1,23,Efthimi Rentzias,,35,144,52,26,7,0.339,0.5,0.889,4.1,1.5,0.7,0.2,0.2,0.058,-3.8,-0.1,Nuggets,0.47,0.1,0.22,0.42,0.16,0.19,False
